event_id,member_id,event_type,event_timestamp,enrollment_date,points_earned,transaction_amount,accrual_reason,accrual_category,accrual_multiplier,points_redeemed,redemption_value,redemption_type,tier_status,tier_qualified_date,referred_by_member_id,referral_bonus_amount,ip_address,device_fingerprint,geo_country,geo_city,welcome_bonus_points,fraud_label,signal_embedded
EVT-00001272,MBR-000473,accrual,2024-05-01 03:06:00,2021-07-27,300.0,28.39,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,6.137.207.83,DEV-370596,US,Chicago,0.0,clean,
EVT-00001273,MBR-000797,redemption,2023-08-24 04:51:00,2021-10-11,0.0,0.0,,,1.0,2779.0,27.79,merchandise,Silver,,,0.0,188.220.218.211,DEV-816855,US,Houston,0.0,clean,
EVT-00001274,MBR-000586,redemption,2023-08-18 15:15:00,2022-10-06,0.0,0.0,,,1.0,1522.0,15.22,gift_card,Silver,,,0.0,195.15.192.149,DEV-719418,US,New York,0.0,clean,
EVT-00001275,MBR-000010,accrual,2023-07-22 21:06:00,2020-01-18,94.0,8.79,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,78.135.139.187,DEV-934511,US,Seattle,0.0,clean,
EVT-00001276,MBR-000151,accrual,2023-02-18 22:52:00,2020-07-10,442.0,42.74,purchase,Entertainment,1.0,0.0,0.0,,Bronze,,,0.0,188.181.62.198,DEV-478349,US,Denver,0.0,clean,
EVT-00001277,MBR-000406,redemption,2023-06-16 16:33:00,2022-06-30,0.0,0.0,,,1.0,2369.0,23.69,statement_credit,Silver,,,0.0,236.134.198.221,DEV-162009,US,Los Angeles,0.0,clean,
EVT-00001278,MBR-000470,accrual,2024-03-21 13:30:00,2022-11-05,395.0,43.5,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,62.44.223.133,DEV-320533,US,Houston,0.0,clean,
EVT-00001279,MBR-000398,accrual,2023-02-10 19:11:00,2022-03-02,310.0,27.65,purchase,Retail,1.0,0.0,0.0,,Bronze,,,0.0,144.184.47.29,DEV-297764,US,Phoenix,0.0,clean,
EVT-00001280,MBR-000146,accrual,2023-11-19 23:07:00,2022-05-12,481.0,43.94,purchase,Retail,1.0,0.0,0.0,,Silver,,,0.0,150.5.65.173,DEV-205873,US,Houston,0.0,clean,
EVT-00001281,MBR-000667,redemption,2024-05-01 00:07:00,2021-08-21,0.0,0.0,,,1.0,990.0,9.9,statement_credit,Silver,,,0.0,145.208.136.51,DEV-202158,US,Denver,0.0,clean,
EVT-00001282,MBR-000063,redemption,2024-08-07 14:23:00,2022-12-04,0.0,0.0,,,1.0,1117.0,11.17,cashback,Bronze,,,0.0,123.206.190.136,DEV-615899,US,Denver,0.0,clean,
EVT-00001283,MBR-000681,accrual,2024-04-09 23:09:00,2022-10-11,432.0,36.31,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,103.217.25.8,DEV-765609,US,Atlanta,0.0,clean,
EVT-00001284,MBR-000881,accrual,2024-06-16 11:02:00,2021-05-27,283.0,34.39,purchase,Dining,1.0,0.0,0.0,,Silver,,,0.0,236.147.137.151,DEV-543391,US,Phoenix,0.0,clean,
EVT-00001285,MBR-000660,accrual,2024-11-07 16:34:00,2021-05-13,88.0,10.36,purchase,Retail,1.0,0.0,0.0,,Bronze,,,0.0,42.185.176.169,DEV-966135,US,Houston,0.0,clean,
EVT-00001286,MBR-000539,accrual,2024-07-26 16:04:00,2021-09-16,261.0,25.05,purchase,Grocery,1.0,0.0,0.0,,Silver,,,0.0,190.52.233.235,DEV-985463,US,Houston,0.0,clean,
EVT-00001287,MBR-000076,accrual,2024-08-18 06:47:00,2022-10-12,459.0,42.3,purchase,Dining,1.0,0.0,0.0,,Silver,,,0.0,35.26.236.205,DEV-336661,US,New York,0.0,clean,
EVT-00001288,MBR-SY004,redemption,2024-01-11 13:52:00,2024-01-10,0.0,0.0,,,1.0,1000.0,10.0,gift_card,Bronze,,,0.0,139.229.87.61,DEV-547215,US,Los Angeles,1000.0,fraud,synthetic_account_origination
EVT-00001289,MBR-000816,accrual,2023-10-12 10:03:00,2021-05-09,449.0,47.05,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,14.110.91.114,DEV-574730,US,Denver,0.0,clean,
EVT-00001290,MBR-000967,accrual,2024-05-08 21:35:00,2022-10-22,298.0,30.01,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,41.250.40.176,DEV-522323,US,Los Angeles,0.0,clean,
EVT-00001291,MBR-PF000,accrual,2023-06-23 12:24:00,2023-01-15,44694.0,446.94,bonus,Online,10.0,0.0,0.0,,Gold,,,0.0,157.133.12.248,DEV-723607,US,New York,0.0,fraud,point_farming
EVT-00001292,MBR-000168,accrual,2023-04-01 13:33:00,2020-02-03,243.0,25.47,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,225.175.172.207,DEV-678229,US,Denver,0.0,clean,
EVT-00001293,MBR-000338,accrual,2024-09-28 22:05:00,2022-09-17,224.0,26.89,purchase,Entertainment,1.0,0.0,0.0,,Bronze,,,0.0,47.43.209.174,DEV-221041,US,Phoenix,0.0,clean,
EVT-00001294,MBR-000552,accrual,2024-09-08 13:18:00,2021-09-13,227.0,19.27,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,6.98.247.167,DEV-128337,US,New York,0.0,clean,
EVT-00001295,MBR-000405,accrual,2023-05-06 21:46:00,2022-01-19,342.0,31.13,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,48.99.213.117,DEV-616707,US,Los Angeles,0.0,clean,
EVT-00001296,MBR-000959,accrual,2024-05-26 06:25:00,2020-01-19,214.0,23.59,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,134.128.166.68,DEV-922176,US,Chicago,0.0,clean,
EVT-00001297,MBR-000411,accrual,2024-02-02 17:23:00,2020-03-19,160.0,13.55,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,68.63.195.221,DEV-653128,US,Phoenix,0.0,clean,
EVT-00001298,MBR-000941,accrual,2023-05-20 05:05:00,2021-01-20,81.0,7.41,purchase,Dining,1.0,0.0,0.0,,Silver,,,0.0,112.153.174.222,DEV-243339,US,Miami,0.0,clean,
EVT-00001299,MBR-000133,accrual,2023-11-15 20:18:00,2020-11-22,84.0,10.46,purchase,Retail,1.0,0.0,0.0,,Silver,,,0.0,20.36.27.38,DEV-198809,US,Houston,0.0,clean,
EVT-00001300,MBR-000105,accrual,2024-12-25 06:18:00,2022-10-28,323.0,36.88,purchase,Entertainment,1.0,0.0,0.0,,Bronze,,,0.0,190.220.185.203,DEV-767894,US,Denver,0.0,clean,
EVT-00001301,MBR-000518,accrual,2023-07-01 22:12:00,2021-04-11,211.0,18.69,purchase,Retail,1.0,0.0,0.0,,Bronze,,,0.0,50.79.51.50,DEV-598273,US,New York,0.0,clean,
EVT-00001302,MBR-000904,accrual,2023-01-30 15:21:00,2021-06-29,183.0,18.24,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,54.212.69.151,DEV-376006,US,Seattle,0.0,clean,
EVT-00001303,MBR-000064,accrual,2024-10-28 06:45:00,2020-03-18,456.0,53.76,purchase,Entertainment,1.0,0.0,0.0,,Bronze,,,0.0,140.205.83.198,DEV-805667,US,Chicago,0.0,clean,
EVT-00001304,MBR-000130,accrual,2023-09-30 07:10:00,2021-08-08,139.0,13.43,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,107.244.34.182,DEV-680995,US,Atlanta,0.0,clean,
EVT-00001305,MBR-000028,accrual,2024-09-17 10:07:00,2022-03-07,193.0,21.27,purchase,Retail,1.0,0.0,0.0,,Bronze,,,0.0,198.196.11.215,DEV-403617,US,Atlanta,0.0,clean,
EVT-00001306,MBR-000413,accrual,2023-04-05 08:35:00,2021-04-11,315.0,29.5,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,152.120.156.102,DEV-855602,US,New York,0.0,clean,
EVT-00001307,MBR-000252,redemption,2023-01-26 12:39:00,2021-05-27,0.0,0.0,,,1.0,1350.0,13.5,gift_card,Bronze,,,0.0,107.65.56.152,DEV-376275,US,Boston,0.0,clean,
EVT-00001308,MBR-000524,accrual,2024-08-18 12:13:00,2021-03-28,301.0,25.72,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,243.131.221.35,DEV-888839,US,New York,0.0,clean,
EVT-00001309,MBR-000932,accrual,2024-03-09 17:57:00,2021-04-29,495.0,46.82,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,86.52.132.58,DEV-506757,US,Seattle,0.0,clean,
EVT-00001310,MBR-000321,accrual,2023-05-07 22:12:00,2021-12-22,388.0,38.06,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,7.24.76.148,DEV-539466,US,Chicago,0.0,clean,
EVT-00001311,MBR-PF003,accrual,2024-10-25 21:07:00,2023-01-15,41631.0,416.31,bonus,Online,10.0,0.0,0.0,,Gold,,,0.0,75.36.48.76,DEV-561939,US,New York,0.0,fraud,point_farming
EVT-00001312,MBR-000840,accrual,2024-01-22 06:51:00,2021-09-17,363.0,35.69,purchase,Dining,1.0,0.0,0.0,,Silver,,,0.0,229.241.19.163,DEV-654463,US,Phoenix,0.0,clean,
EVT-00001313,MBR-000066,redemption,2024-10-15 22:02:00,2021-09-13,0.0,0.0,,,1.0,1830.0,18.3,merchandise,Bronze,,,0.0,88.139.230.130,DEV-619305,US,New York,0.0,clean,
EVT-00001314,MBR-000681,accrual,2024-10-09 04:55:00,2022-10-11,132.0,16.49,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,109.7.93.214,DEV-955274,US,Boston,0.0,clean,
EVT-00001315,MBR-000106,accrual,2023-08-17 07:33:00,2022-11-30,396.0,37.62,purchase,Grocery,1.0,0.0,0.0,,Silver,,,0.0,68.103.212.110,DEV-557320,US,Boston,0.0,clean,
EVT-00001316,MBR-000910,redemption,2024-09-20 08:21:00,2020-03-19,0.0,0.0,,,1.0,2846.0,28.46,statement_credit,Bronze,,,0.0,212.78.168.205,DEV-132722,US,New York,0.0,clean,
EVT-00001317,MBR-000263,accrual,2023-03-24 16:29:00,2022-04-22,208.0,18.18,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,100.29.56.156,DEV-876417,US,Miami,0.0,clean,
EVT-00001318,MBR-000228,accrual,2024-10-18 17:15:00,2020-12-31,377.0,33.28,purchase,Grocery,1.0,0.0,0.0,,Silver,,,0.0,37.61.117.204,DEV-726140,US,Miami,0.0,clean,
EVT-00001319,MBR-000178,accrual,2023-11-18 23:05:00,2020-07-02,239.0,25.81,purchase,Dining,1.0,0.0,0.0,,Silver,,,0.0,212.185.219.9,DEV-824743,US,Denver,0.0,clean,
EVT-00001320,MBR-000091,accrual,2024-05-10 21:43:00,2021-10-20,242.0,21.11,purchase,Retail,1.0,0.0,0.0,,Silver,,,0.0,64.4.122.15,DEV-715737,US,Phoenix,0.0,clean,
EVT-00001321,MBR-000579,accrual,2024-01-13 06:19:00,2022-07-05,404.0,47.24,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,107.186.194.118,DEV-749902,US,Phoenix,0.0,clean,
EVT-00001322,MBR-000640,accrual,2024-08-19 15:14:00,2020-11-18,333.0,32.54,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,83.65.211.223,DEV-203561,US,Chicago,0.0,clean,
EVT-00001323,MBR-000173,accrual,2024-03-19 05:28:00,2021-06-08,122.0,12.92,purchase,Retail,1.0,0.0,0.0,,Silver,,,0.0,240.233.253.41,DEV-451915,US,Phoenix,0.0,clean,
EVT-00001324,MBR-000579,redemption,2024-03-21 23:29:00,2022-07-05,0.0,0.0,,,1.0,2324.0,23.24,merchandise,Silver,,,0.0,219.173.252.57,DEV-534321,US,New York,0.0,clean,
EVT-00001325,MBR-000344,accrual,2024-10-07 05:52:00,2020-09-20,378.0,32.45,purchase,Grocery,1.0,0.0,0.0,,Bronze,,,0.0,151.88.97.53,DEV-959252,US,Denver,0.0,clean,
EVT-00001326,MBR-000153,accrual,2024-11-15 01:18:00,2021-10-04,429.0,39.59,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,149.143.129.36,DEV-457773,US,Miami,0.0,clean,
EVT-00001327,MBR-000706,accrual,2023-10-19 05:57:00,2021-04-05,222.0,20.58,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,155.213.51.248,DEV-915489,US,New York,0.0,clean,
EVT-00001328,MBR-000757,accrual,2024-08-30 01:18:00,2022-08-17,324.0,37.45,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,63.159.41.137,DEV-913142,US,Houston,0.0,clean,
EVT-00001329,MBR-000974,accrual,2024-11-13 16:16:00,2022-03-08,171.0,16.61,purchase,Retail,1.0,0.0,0.0,,Bronze,,,0.0,176.30.180.15,DEV-693233,US,Los Angeles,0.0,clean,
EVT-00001330,MBR-000115,accrual,2024-09-20 04:52:00,2022-08-15,54.0,4.92,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,87.42.54.51,DEV-987011,US,Los Angeles,0.0,clean,
EVT-00001331,MBR-000815,redemption,2024-11-28 00:53:00,2020-04-08,0.0,0.0,,,1.0,1968.0,19.68,cashback,Silver,,,0.0,204.192.85.74,DEV-764780,US,Houston,0.0,clean,
EVT-00001332,MBR-000682,accrual,2023-03-17 13:52:00,2020-09-16,151.0,17.04,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,31.132.56.223,DEV-762368,US,Seattle,0.0,clean,
EVT-00001333,MBR-000433,accrual,2024-03-06 19:23:00,2022-04-08,461.0,51.11,purchase,Dining,1.0,0.0,0.0,,Silver,,,0.0,173.211.181.222,DEV-180217,US,Miami,0.0,clean,
EVT-00001334,MBR-000794,redemption,2024-06-26 13:32:00,2022-09-25,0.0,0.0,,,1.0,2881.0,28.81,gift_card,Bronze,,,0.0,136.250.92.213,DEV-805288,US,Houston,0.0,clean,
EVT-00001335,MBR-000985,accrual,2023-11-01 10:42:00,2022-11-15,70.0,6.3,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,6.253.224.24,DEV-966248,US,New York,0.0,clean,
EVT-00001336,MBR-000306,accrual,2023-04-02 23:39:00,2022-05-29,254.0,21.63,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,168.29.216.95,DEV-455742,US,New York,0.0,clean,
EVT-00001337,MBR-000740,redemption,2023-08-04 09:06:00,2021-02-13,0.0,0.0,,,1.0,2236.0,22.36,gift_card,Bronze,,,0.0,183.211.202.18,DEV-526670,US,New York,0.0,clean,
EVT-00001338,MBR-000409,accrual,2024-04-05 05:02:00,2021-02-15,183.0,20.03,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,12.192.235.151,DEV-175732,US,Boston,0.0,clean,
EVT-00001339,MBR-000536,accrual,2024-10-15 04:58:00,2021-12-15,201.0,19.38,purchase,Grocery,1.0,0.0,0.0,,Bronze,,,0.0,156.54.34.71,DEV-196262,US,Atlanta,0.0,clean,
EVT-00001340,MBR-RC000,return,2024-01-31 19:32:00,2023-01-01,-2000.0,-200.0,return_reversal,Retail,1.0,0.0,0.0,,Silver,,,0.0,150.81.149.85,DEV-692327,US,Boston,0.0,fraud,return_reaccrue_cycling
EVT-00001341,MBR-000162,accrual,2023-05-09 12:53:00,2021-10-02,391.0,34.73,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,252.249.179.200,DEV-457306,US,Atlanta,0.0,clean,
EVT-00001342,MBR-000306,redemption,2024-12-16 00:08:00,2022-05-29,0.0,0.0,,,1.0,1984.0,19.84,statement_credit,Bronze,,,0.0,39.177.120.181,DEV-669405,US,Denver,0.0,clean,
EVT-00001343,MBR-000010,accrual,2024-09-28 23:25:00,2020-01-18,72.0,7.15,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,207.224.147.46,DEV-596351,US,Houston,0.0,clean,
EVT-00001344,MBR-000854,accrual,2024-08-26 16:36:00,2020-10-15,290.0,24.96,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,74.62.112.29,DEV-410217,US,Houston,0.0,clean,
EVT-00001345,MBR-000999,accrual,2023-07-11 13:40:00,2020-02-15,84.0,7.88,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,216.45.120.101,DEV-997948,US,New York,0.0,clean,
EVT-00001346,MBR-000253,accrual,2024-12-31 14:44:00,2022-11-18,390.0,36.77,purchase,Retail,1.0,0.0,0.0,,Bronze,,,0.0,48.37.185.215,DEV-264752,US,Los Angeles,0.0,clean,
EVT-00001347,MBR-000792,accrual,2023-03-02 08:08:00,2021-02-04,263.0,32.46,purchase,Entertainment,1.0,0.0,0.0,,Bronze,,,0.0,219.162.38.168,DEV-775144,US,Phoenix,0.0,clean,
EVT-00001348,MBR-000597,accrual,2024-07-23 08:02:00,2020-06-06,200.0,18.04,purchase,Dining,1.0,0.0,0.0,,Silver,,,0.0,69.38.46.100,DEV-566106,US,Phoenix,0.0,clean,
EVT-00001349,MBR-000952,accrual,2023-08-13 13:46:00,2020-11-18,240.0,24.17,purchase,Retail,1.0,0.0,0.0,,Silver,,,0.0,157.246.236.75,DEV-222109,US,Atlanta,0.0,clean,
EVT-00001350,MBR-000814,accrual,2024-07-16 12:44:00,2021-01-21,135.0,15.52,purchase,Dining,1.0,0.0,0.0,,Silver,,,0.0,55.10.208.129,DEV-462161,US,Atlanta,0.0,clean,
EVT-00001351,MBR-000115,accrual,2023-11-23 15:26:00,2022-08-15,424.0,42.41,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,74.20.27.151,DEV-748965,US,Los Angeles,0.0,clean,
EVT-00001352,MBR-000453,accrual,2024-01-14 21:22:00,2020-10-29,147.0,17.6,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,113.179.212.234,DEV-496877,US,Chicago,0.0,clean,
EVT-00001353,MBR-000725,accrual,2023-06-30 03:58:00,2022-06-07,206.0,22.41,purchase,Retail,1.0,0.0,0.0,,Silver,,,0.0,57.123.217.118,DEV-845890,US,Houston,0.0,clean,
EVT-00001354,MBR-000687,accrual,2023-04-01 00:32:00,2020-02-29,291.0,26.93,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,172.215.229.208,DEV-623735,US,Denver,0.0,clean,
EVT-00001355,MBR-000960,accrual,2024-09-20 17:47:00,2022-02-15,271.0,26.21,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,40.155.35.176,DEV-100059,US,Phoenix,0.0,clean,
EVT-00001356,MBR-000600,accrual,2024-06-09 18:13:00,2020-09-05,291.0,28.49,purchase,Gas,1.0,0.0,0.0,,Silver,,,0.0,87.251.247.48,DEV-623987,US,Chicago,0.0,clean,
EVT-00001357,MBR-000132,accrual,2024-01-28 18:30:00,2020-07-08,487.0,51.24,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,225.8.165.63,DEV-673863,US,Denver,0.0,clean,
EVT-00001358,MBR-000195,accrual,2024-05-02 06:02:00,2022-06-04,97.0,9.36,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,99.189.3.214,DEV-776987,US,Atlanta,0.0,clean,
EVT-00001359,MBR-000851,redemption,2024-04-18 13:40:00,2020-05-10,0.0,0.0,,,1.0,2602.0,26.02,cashback,Bronze,,,0.0,136.104.164.167,DEV-933015,US,New York,0.0,clean,
EVT-00001360,MBR-000466,accrual,2023-09-01 19:36:00,2022-07-22,245.0,20.64,purchase,Grocery,1.0,0.0,0.0,,Bronze,,,0.0,125.181.158.16,DEV-720100,US,New York,0.0,clean,
EVT-00001361,MBR-000448,accrual,2024-04-19 12:43:00,2021-06-22,404.0,39.29,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,50.66.26.143,DEV-779482,US,Atlanta,0.0,clean,
EVT-00001362,MBR-000095,accrual,2024-09-20 15:00:00,2020-05-20,318.0,30.15,purchase,Grocery,1.0,0.0,0.0,,Bronze,,,0.0,152.117.141.229,DEV-929154,US,Boston,0.0,clean,
EVT-00001363,MBR-000531,accrual,2023-06-27 01:06:00,2022-07-13,413.0,46.37,purchase,Travel,1.0,0.0,0.0,,Silver,,,0.0,102.178.87.169,DEV-629553,US,Boston,0.0,clean,
EVT-00001364,MBR-000384,redemption,2023-09-20 13:02:00,2020-04-08,0.0,0.0,,,1.0,1867.0,18.67,gift_card,Silver,,,0.0,40.226.113.247,DEV-851614,US,New York,0.0,clean,
EVT-00001365,MBR-000004,redemption,2023-05-03 05:15:00,2022-08-19,0.0,0.0,,,1.0,1136.0,11.36,gift_card,Silver,,,0.0,11.242.119.175,DEV-899658,US,Los Angeles,0.0,clean,
EVT-00001366,MBR-000949,redemption,2023-07-09 19:54:00,2020-09-11,0.0,0.0,,,1.0,1793.0,17.93,gift_card,Bronze,,,0.0,135.233.112.191,DEV-298984,US,Phoenix,0.0,clean,
EVT-00001367,MBR-000664,accrual,2023-05-03 20:55:00,2021-03-23,306.0,26.71,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,160.218.127.194,DEV-233192,US,Miami,0.0,clean,
EVT-00001368,MBR-000678,accrual,2023-01-25 19:48:00,2020-02-20,493.0,44.01,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,245.125.19.150,DEV-980801,US,Atlanta,0.0,clean,
EVT-00001369,MBR-000571,accrual,2024-06-03 12:23:00,2021-06-09,402.0,39.96,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,118.70.249.111,DEV-190358,US,Chicago,0.0,clean,
EVT-00001370,MBR-000534,accrual,2023-04-18 19:35:00,2020-10-28,347.0,32.13,purchase,Grocery,1.0,0.0,0.0,,Silver,,,0.0,135.97.219.16,DEV-694653,US,New York,0.0,clean,
EVT-00001371,MBR-000419,accrual,2023-05-16 11:45:00,2020-08-08,311.0,29.47,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,58.198.69.71,DEV-729985,US,Atlanta,0.0,clean,
EVT-00001372,MBR-000966,accrual,2024-05-20 02:15:00,2022-11-02,55.0,5.36,purchase,Grocery,1.0,0.0,0.0,,Bronze,,,0.0,87.32.82.98,DEV-854602,US,Seattle,0.0,clean,
EVT-00001373,MBR-000397,redemption,2024-08-04 03:42:00,2020-11-22,0.0,0.0,,,1.0,2217.0,22.17,merchandise,Bronze,,,0.0,109.186.233.91,DEV-880706,US,Houston,0.0,clean,
EVT-00001374,MBR-000317,accrual,2024-11-22 14:18:00,2021-06-25,234.0,23.37,purchase,Entertainment,1.0,0.0,0.0,,Bronze,,,0.0,87.172.65.203,DEV-980923,US,Los Angeles,0.0,clean,
EVT-00001375,MBR-000210,accrual,2023-07-26 05:36:00,2021-01-16,70.0,7.42,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,169.170.187.208,DEV-693082,US,Chicago,0.0,clean,
EVT-00001376,MBR-000317,accrual,2024-02-08 17:38:00,2021-06-25,109.0,12.94,purchase,Gas,1.0,0.0,0.0,,Bronze,,,0.0,129.5.246.251,DEV-827744,US,Seattle,0.0,clean,
EVT-00001377,MBR-000118,accrual,2024-09-17 05:35:00,2022-09-02,367.0,35.66,purchase,Grocery,1.0,0.0,0.0,,Bronze,,,0.0,174.120.200.11,DEV-340655,US,Miami,0.0,clean,
EVT-00001378,MBR-CR003,accrual,2023-11-27 08:55:00,2022-06-01,469.0,10.09,purchase,Online,1.0,491.0,7.93,travel,Gold,,,0.0,51.165.3.53,DEV-544067,US,Miami,0.0,clean,
EVT-00001379,MBR-000159,redemption,2023-05-08 00:15:00,2022-08-18,0.0,0.0,,,1.0,793.0,7.93,cashback,Silver,,,0.0,98.109.148.114,DEV-736525,US,Houston,0.0,clean,
EVT-00001380,MBR-000248,accrual,2024-08-07 21:08:00,2022-03-30,234.0,23.19,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,17.230.200.152,DEV-449984,US,Phoenix,0.0,clean,
EVT-00001381,MBR-000391,redemption,2024-10-05 23:39:00,2020-10-27,0.0,0.0,,,1.0,1085.0,10.85,cashback,Bronze,,,0.0,207.50.107.27,DEV-992903,US,Seattle,0.0,clean,
EVT-00001382,MBR-CR000,accrual,2024-09-29 01:18:00,2022-06-01,302.0,49.61,purchase,Online,1.0,526.0,3.28,gift_card,Gold,,,0.0,241.171.71.125,DEV-661463,US,Miami,0.0,clean,
EVT-00001383,MBR-000998,accrual,2023-10-30 23:49:00,2022-08-09,177.0,18.73,purchase,Entertainment,1.0,0.0,0.0,,Bronze,,,0.0,87.174.66.211,DEV-109363,US,Chicago,0.0,clean,
EVT-00001384,MBR-000412,accrual,2024-03-06 19:46:00,2022-06-15,101.0,11.62,purchase,Entertainment,1.0,0.0,0.0,,Silver,,,0.0,73.228.124.17,DEV-292675,US,Denver,0.0,clean,
EVT-00001385,MBR-000070,accrual,2024-11-28 12:20:00,2021-03-27,301.0,31.81,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,170.194.143.172,DEV-308452,US,Los Angeles,0.0,clean,
EVT-00001386,MBR-000967,accrual,2024-07-01 03:34:00,2022-10-22,405.0,43.84,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,108.71.113.36,DEV-291973,US,New York,0.0,clean,
EVT-00001387,MBR-000831,accrual,2023-03-14 20:32:00,2020-01-25,66.0,6.16,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,211.48.77.18,DEV-754100,US,Seattle,0.0,clean,
EVT-00001388,MBR-000189,accrual,2024-03-28 04:36:00,2020-11-20,68.0,8.24,purchase,Travel,1.0,0.0,0.0,,Bronze,,,0.0,234.50.237.54,DEV-701711,US,Boston,0.0,clean,
EVT-00001389,MBR-000609,redemption,2024-02-22 00:26:00,2020-01-06,0.0,0.0,,,1.0,2880.0,28.8,travel,Silver,,,0.0,219.202.204.194,DEV-855590,US,New York,0.0,clean,
EVT-00001390,MBR-000929,accrual,2024-02-27 21:48:00,2020-02-15,54.0,4.59,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,33.51.162.207,DEV-118418,US,Seattle,0.0,clean,
EVT-00001391,MBR-000194,accrual,2023-09-02 00:51:00,2022-01-21,127.0,12.49,purchase,Grocery,1.0,0.0,0.0,,Bronze,,,0.0,186.193.143.102,DEV-648891,US,Miami,0.0,clean,
EVT-00001392,MBR-000022,accrual,2023-03-09 02:38:00,2021-09-01,469.0,50.57,purchase,Dining,1.0,0.0,0.0,,Silver,,,0.0,229.143.114.199,DEV-819292,US,Denver,0.0,clean,
EVT-00001393,MBR-000911,accrual,2023-11-12 04:20:00,2022-12-30,240.0,24.99,purchase,Online,1.0,0.0,0.0,,Bronze,,,0.0,213.148.39.98,DEV-303176,US,Los Angeles,0.0,clean,
EVT-00001394,MBR-000750,accrual,2023-05-08 20:11:00,2022-06-12,299.0,26.82,purchase,Grocery,1.0,0.0,0.0,,Bronze,,,0.0,92.44.224.76,DEV-558287,US,New York,0.0,clean,
EVT-00001395,MBR-000064,accrual,2023-05-19 20:22:00,2020-03-18,389.0,35.13,purchase,Dining,1.0,0.0,0.0,,Bronze,,,0.0,41.0.2.101,DEV-914690,US,Atlanta,0.0,clean,
EVT-00001396,MBR-000876,redemption,2023-03-20 22:11:00,2021-09-27,0.0,0.0,,,1.0,746.0,7.46,statement_credit,Silver,,,0.0,202.240.232.226,DEV-369586,US,Phoenix,0.0,clean,
EVT-00001397,MBR-000340,accrual,2024-09-15 14:56:00,2020-04-03,334.0,31.25,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,147.145.151.10,DEV-356673,US,Atlanta,0.0,clean,
EVT-00001398,MBR-000722,accrual,2024-07-03 14:03:00,2020-08-15,290.0,24.45,purchase,Online,1.0,0.0,0.0,,Silver,,,0.0,252.107.38.164,DEV-640633,US,Phoenix,0.0,clean,
